,acousticness,analysis_url,artist,danceability,duration_ms,energy,id,in_playlist,instrumentalness,key,liveness,loudness,mode,name,popularity,speechiness,tempo,time_signature,track_href,type,uri,valence
10,0.9,https://api.spotify.com/v1/audio-analysis/1czzmAtPTw287TyMQEfCfg,Roy Hargrove,0.41200000000000003,372493,0.195,1czzmAtPTw287TyMQEfCfg,0,0.709,8,0.106,-10.288,1,Ruby My Dear,54,0.033100000000000004,133.918,4,https://api.spotify.com/v1/tracks/1czzmAtPTw287TyMQEfCfg,audio_features,spotify:track:1czzmAtPTw287TyMQEfCfg,0.07780000000000001
11,0.843,https://api.spotify.com/v1/audio-analysis/01HQIKjcODJCBRFoETqngE,McCoy Tyner,0.427,282320,0.114,01HQIKjcODJCBRFoETqngE,0,0.863,2,0.0966,-22.546,0,When Sunny Gets Blue,19,0.0509,60.484,4,https://api.spotify.com/v1/tracks/01HQIKjcODJCBRFoETqngE,audio_features,spotify:track:01HQIKjcODJCBRFoETqngE,0.114
12,0.985,https://api.spotify.com/v1/audio-analysis/3GOZbK2epuHzCt5YvvVFHO,Kenny Dorham,0.336,190400,0.061900000000000004,3GOZbK2epuHzCt5YvvVFHO,0,0.891,5,0.11,-20.494,0,Alone Together,50,0.0363,60.705,4,https://api.spotify.com/v1/tracks/3GOZbK2epuHzCt5YvvVFHO,audio_features,spotify:track:3GOZbK2epuHzCt5YvvVFHO,0.197
13,0.9460000000000001,https://api.spotify.com/v1/audio-analysis/7ysmJhXFQtiBQlk6EZ6sks,Stanley Turrentine,0.505,295200,0.159,7ysmJhXFQtiBQlk6EZ6sks,0,0.012700000000000001,7,0.212,-11.235,0,Journey Into Melody - 2007 Digital Remaster/Rudy Van Gelder Edition,56,0.033600000000000005,59.385,4,https://api.spotify.com/v1/tracks/7ysmJhXFQtiBQlk6EZ6sks,audio_features,spotify:track:7ysmJhXFQtiBQlk6EZ6sks,0.196
14,0.272,https://api.spotify.com/v1/audio-analysis/4p4XgwnZJCYOWSvz8ruiOY,Duke Ellington,0.5,332640,0.28400000000000003,4p4XgwnZJCYOWSvz8ruiOY,0,0.0432,0,0.12,-15.59,1,"Take the ""A"" Train",49,0.040400000000000005,93.724,4,https://api.spotify.com/v1/tracks/4p4XgwnZJCYOWSvz8ruiOY,audio_features,spotify:track:4p4XgwnZJCYOWSvz8ruiOY,0.5760000000000001
15,0.9380000000000001,https://api.spotify.com/v1/audio-analysis/0MfK7lsLUvMq2CURkt61uF,Miles Davis Quintet,0.549,360827,0.124,0MfK7lsLUvMq2CURkt61uF,0,0.00175,0,0.126,-13.793,0,My Funny Valentine,14,0.0397,66.184,4,https://api.spotify.com/v1/tracks/0MfK7lsLUvMq2CURkt61uF,audio_features,spotify:track:0MfK7lsLUvMq2CURkt61uF,0.32
16,0.794,https://api.spotify.com/v1/audio-analysis/1CDBaGlisZlOJzvx88lL8A,Horace Silver,0.742,438280,0.671,1CDBaGlisZlOJzvx88lL8A,0,0.004410000000000001,5,0.122,-8.142,0,Song For My Father - 1999 Digital Remaster; Rudy Van Gelder Edition,56,0.0407,127.359,4,https://api.spotify.com/v1/tracks/1CDBaGlisZlOJzvx88lL8A,audio_features,spotify:track:1CDBaGlisZlOJzvx88lL8A,0.591
17,0.442,https://api.spotify.com/v1/audio-analysis/77b1v5Vohuobvvu61VrhKR,Lee Morgan,0.485,626667,0.454,77b1v5Vohuobvvu61VrhKR,0,3.1200000000000006e-05,8,0.08660000000000001,-12.676,1,The Sidewinder,49,0.034,151.069,4,https://api.spotify.com/v1/tracks/77b1v5Vohuobvvu61VrhKR,audio_features,spotify:track:77b1v5Vohuobvvu61VrhKR,0.809
18,0.555,https://api.spotify.com/v1/audio-analysis/3QxZooLdeJBAf0x405DDI7,Esbjörn Svensson Trio,0.621,243333,0.0335,3QxZooLdeJBAf0x405DDI7,0,0.93,2,0.218,-21.479,0,From Gagarin's Point of View,15,0.0395,104.036,4,https://api.spotify.com/v1/tracks/3QxZooLdeJBAf0x405DDI7,audio_features,spotify:track:3QxZooLdeJBAf0x405DDI7,0.126
19,0.801,https://api.spotify.com/v1/audio-analysis/3Ysj0cl3Jlb6Ysp6um8QI7,Art Blakey,0.665,368747,0.359,3Ysj0cl3Jlb6Ysp6um8QI7,0,0.106,1,0.145,-8.887,1,Along Came Betty,49,0.032600000000000004,111.639,4,https://api.spotify.com/v1/tracks/3Ysj0cl3Jlb6Ysp6um8QI7,audio_features,spotify:track:3Ysj0cl3Jlb6Ysp6um8QI7,0.4
20,0.0708,https://api.spotify.com/v1/audio-analysis/489alJQIWUauqzKTMuXRjm,Leroy Hutson,0.453,179293,0.367,489alJQIWUauqzKTMuXRjm,0,0.0018300000000000002,2,0.1,-16.245,0,Cool Out,15,0.034300000000000004,140.832,3,https://api.spotify.com/v1/tracks/489alJQIWUauqzKTMuXRjm,audio_features,spotify:track:489alJQIWUauqzKTMuXRjm,0.127
21,0.9510000000000001,https://api.spotify.com/v1/audio-analysis/4bRNH9mxHDszZGskpBFhPq,Stan Getz,0.425,419627,0.0429,4bRNH9mxHDszZGskpBFhPq,0,0.0184,1,0.148,-24.86,1,A Nightingale Sang In Berkeley Square,19,0.0408,96.097,4,https://api.spotify.com/v1/tracks/4bRNH9mxHDszZGskpBFhPq,audio_features,spotify:track:4bRNH9mxHDszZGskpBFhPq,0.255
22,0.752,https://api.spotify.com/v1/audio-analysis/6OH7UCFY7SEJxxQkaYfAv8,Herbie Mann,0.651,519600,0.14300000000000002,6OH7UCFY7SEJxxQkaYfAv8,0,0.421,5,0.138,-22.617,1,Comin' Home Baby,51,0.0531,78.792,4,https://api.spotify.com/v1/tracks/6OH7UCFY7SEJxxQkaYfAv8,audio_features,spotify:track:6OH7UCFY7SEJxxQkaYfAv8,0.601
23,0.768,https://api.spotify.com/v1/audio-analysis/4oO0i2eMDIWJfDduh3fv9O,Wayne Shorter,0.53,449773,0.454,4oO0i2eMDIWJfDduh3fv9O,0,0.116,7,0.113,-11.19,0,Footprints (Remastered),48,0.028,135.947,3,https://api.spotify.com/v1/tracks/4oO0i2eMDIWJfDduh3fv9O,audio_features,spotify:track:4oO0i2eMDIWJfDduh3fv9O,0.492
24,0.926,https://api.spotify.com/v1/audio-analysis/3hY3MPL9hAITPgVfiVlL5K,Joe Lovano,0.581,347773,0.163,3hY3MPL9hAITPgVfiVlL5K,0,0.861,0,0.116,-16.612,0,Stella By Starlight,49,0.054700000000000006,88.101,4,https://api.spotify.com/v1/tracks/3hY3MPL9hAITPgVfiVlL5K,audio_features,spotify:track:3hY3MPL9hAITPgVfiVlL5K,0.448
25,0.736,https://api.spotify.com/v1/audio-analysis/3QuSHJUfvuOyeKMS32Wckj,Thad Jones,0.509,403360,0.224,3QuSHJUfvuOyeKMS32Wckj,0,0.301,0,0.327,-11.123,1,April In Paris - 2007 Remaster/Rudy Van Gelder Edition,52,0.0327,112.355,4,https://api.spotify.com/v1/tracks/3QuSHJUfvuOyeKMS32Wckj,audio_features,spotify:track:3QuSHJUfvuOyeKMS32Wckj,0.17
26,0.872,https://api.spotify.com/v1/audio-analysis/3X3p3u03P8eFL8WTH0oaaU,Art Farmer,0.615,344067,0.20400000000000001,3X3p3u03P8eFL8WTH0oaaU,0,0.382,7,0.07100000000000001,-16.075,1,Fair Weather - Remastered,52,0.0439,96.47,4,https://api.spotify.com/v1/tracks/3X3p3u03P8eFL8WTH0oaaU,audio_features,spotify:track:3X3p3u03P8eFL8WTH0oaaU,0.496
27,0.769,https://api.spotify.com/v1/audio-analysis/6f7r5i4xVwePkHDHwwMK75,Wes Montgomery,0.47600000000000003,354973,0.251,6f7r5i4xVwePkHDHwwMK75,0,0.774,9,0.0637,-13.854,0,A Day In The Life,12,0.027800000000000002,98.833,4,https://api.spotify.com/v1/tracks/6f7r5i4xVwePkHDHwwMK75,audio_features,spotify:track:6f7r5i4xVwePkHDHwwMK75,0.37
28,0.8140000000000001,https://api.spotify.com/v1/audio-analysis/6oWhUfePc5h9r5pfw7wvPN,Jimmy Smith,0.704,597280,0.277,6oWhUfePc5h9r5pfw7wvPN,0,0.756,0,0.0845,-11.675,1,Midnight Special - Rudy Van Gelder Digital Remaster/2007,51,0.035,90.38,4,https://api.spotify.com/v1/tracks/6oWhUfePc5h9r5pfw7wvPN,audio_features,spotify:track:6oWhUfePc5h9r5pfw7wvPN,0.322
29,0.658,https://api.spotify.com/v1/audio-analysis/1ChYuSIoOFDVY6fHSXF6zS,Keith Jarrett,0.468,550493,0.391,1ChYuSIoOFDVY6fHSXF6zS,0,0.061700000000000005,2,0.111,-13.196,0,Questar,53,0.0269,142.413,4,https://api.spotify.com/v1/tracks/1ChYuSIoOFDVY6fHSXF6zS,audio_features,spotify:track:1ChYuSIoOFDVY6fHSXF6zS,0.342
30,0.886,https://api.spotify.com/v1/audio-analysis/5TGGsgsY7WS5Q1w8N581wD,Milt Jackson,0.631,185307,0.197,5TGGsgsY7WS5Q1w8N581wD,0,0.000587,0,0.332,-15.774000000000001,0,Bags' Groove - Rudy Van Gelder 2001 - Remaster,10,0.0489,87.544,4,https://api.spotify.com/v1/tracks/5TGGsgsY7WS5Q1w8N581wD,audio_features,spotify:track:5TGGsgsY7WS5Q1w8N581wD,0.67
31,0.8160000000000001,https://api.spotify.com/v1/audio-analysis/0iEtT7O43pat2fu6jdaCKl,Ben Webster,0.629,237447,0.28300000000000003,0iEtT7O43pat2fu6jdaCKl,0,0.000437,0,0.192,-17.384,0,Sunday,15,0.0436,104.739,4,https://api.spotify.com/v1/tracks/0iEtT7O43pat2fu6jdaCKl,audio_features,spotify:track:0iEtT7O43pat2fu6jdaCKl,0.862
32,0.837,https://api.spotify.com/v1/audio-analysis/7CnOzCWGrTINcDExG6u99y,Sonny Clark,0.58,563613,0.48,7CnOzCWGrTINcDExG6u99y,0,0.00432,7,0.171,-7.682,0,Cool Struttin',50,0.0339,108.892,4,https://api.spotify.com/v1/tracks/7CnOzCWGrTINcDExG6u99y,audio_features,spotify:track:7CnOzCWGrTINcDExG6u99y,0.48
33,0.87,https://api.spotify.com/v1/audio-analysis/4KGcpnAbGlvVgd2HFQvexI,Ahmad Jamal Trio,0.334,309267,0.23800000000000002,4KGcpnAbGlvVgd2HFQvexI,0,0.91,4,0.10300000000000001,-18.068,0,Dolphin Dance,42,0.0322,75.16,4,https://api.spotify.com/v1/tracks/4KGcpnAbGlvVgd2HFQvexI,audio_features,spotify:track:4KGcpnAbGlvVgd2HFQvexI,0.113
34,0.611,https://api.spotify.com/v1/audio-analysis/10IBJvHwySS2hN4IerZg3J,Woody Shaw,0.397,435040,0.329,10IBJvHwySS2hN4IerZg3J,0,0.84,5,0.20700000000000002,-13.317,1,Theme for Maxine,42,0.0398,166.831,3,https://api.spotify.com/v1/tracks/10IBJvHwySS2hN4IerZg3J,audio_features,spotify:track:10IBJvHwySS2hN4IerZg3J,0.462
35,0.967,https://api.spotify.com/v1/audio-analysis/4zPDjRgceGrR0Sm54YDTTf,Lou Donaldson,0.539,294667,0.0678,4zPDjRgceGrR0Sm54YDTTf,0,0.168,0,0.114,-18.039,1,Autumn Nocturne,56,0.0468,124.105,4,https://api.spotify.com/v1/tracks/4zPDjRgceGrR0Sm54YDTTf,audio_features,spotify:track:4zPDjRgceGrR0Sm54YDTTf,0.263
36,0.9380000000000001,https://api.spotify.com/v1/audio-analysis/4qRJ7ZJyfzchEd2fjle7Bz,McCoy Tyner,0.456,392000,0.222,4qRJ7ZJyfzchEd2fjle7Bz,0,0.806,0,0.24,-16.879,1,Search For Peace,51,0.0354,112.725,4,https://api.spotify.com/v1/tracks/4qRJ7ZJyfzchEd2fjle7Bz,audio_features,spotify:track:4qRJ7ZJyfzchEd2fjle7Bz,0.15
37,0.798,https://api.spotify.com/v1/audio-analysis/6ZgaUtMlUzUf7SqbUUnfbu,John Coltrane,0.506,644013,0.493,6ZgaUtMlUzUf7SqbUUnfbu,0,0.00355,8,0.307,-7.759,1,Blue Train - Remastered 2003,56,0.0427,134.77,4,https://api.spotify.com/v1/tracks/6ZgaUtMlUzUf7SqbUUnfbu,audio_features,spotify:track:6ZgaUtMlUzUf7SqbUUnfbu,0.584
38,0.928,https://api.spotify.com/v1/audio-analysis/6J973mNweqCDzoGfl2v8SA,Bill Evans Trio,0.396,297320,0.127,6J973mNweqCDzoGfl2v8SA,0,0.627,9,0.6970000000000001,-23.48,1,My Foolish Heart,17,0.033800000000000004,117.802,4,https://api.spotify.com/v1/tracks/6J973mNweqCDzoGfl2v8SA,audio_features,spotify:track:6J973mNweqCDzoGfl2v8SA,0.126
39,0.983,https://api.spotify.com/v1/audio-analysis/7hDq6sOZ5Rl1XnSSfoOBRK,Jan Johansson,0.438,284187,0.182,7hDq6sOZ5Rl1XnSSfoOBRK,0,0.841,2,0.11900000000000001,-15.209,0,Nature Boy,49,0.033800000000000004,65.535,3,https://api.spotify.com/v1/tracks/7hDq6sOZ5Rl1XnSSfoOBRK,audio_features,spotify:track:7hDq6sOZ5Rl1XnSSfoOBRK,0.0639
40,0.888,https://api.spotify.com/v1/audio-analysis/3yV23Y1w7Uoc4Zw10L3Bwy,James Moody,0.482,284173,0.362,3yV23Y1w7Uoc4Zw10L3Bwy,0,0.905,11,0.178,-14.28,0,Stefanie,52,0.030500000000000003,92.302,4,https://api.spotify.com/v1/tracks/3yV23Y1w7Uoc4Zw10L3Bwy,audio_features,spotify:track:3yV23Y1w7Uoc4Zw10L3Bwy,0.396
41,0.754,https://api.spotify.com/v1/audio-analysis/5XPTuQXrCc8UPDExxVa4vh,Donald Byrd & Booker Little,0.293,282600,0.23700000000000002,5XPTuQXrCc8UPDExxVa4vh,0,0.45,9,0.121,-15.53,0,Quiet Temple,53,0.0381,59.749,4,https://api.spotify.com/v1/tracks/5XPTuQXrCc8UPDExxVa4vh,audio_features,spotify:track:5XPTuQXrCc8UPDExxVa4vh,0.0848
42,0.99,https://api.spotify.com/v1/audio-analysis/1Lh7U5c3EvLBb6lSgHVFlR,Charlie Parker,0.594,170626,0.115,1Lh7U5c3EvLBb6lSgHVFlR,0,0.853,8,0.107,-14.916,1,All the Things You Are,47,0.044,126.902,4,https://api.spotify.com/v1/tracks/1Lh7U5c3EvLBb6lSgHVFlR,audio_features,spotify:track:1Lh7U5c3EvLBb6lSgHVFlR,0.456
43,0.9590000000000001,https://api.spotify.com/v1/audio-analysis/0Pq0mOdgFXTezl6mMt8a39,Deodato,0.597,255533,0.263,0Pq0mOdgFXTezl6mMt8a39,0,0.9,7,0.134,-21.112,0,San Juan Sunset,48,0.0284,94.44,4,https://api.spotify.com/v1/tracks/0Pq0mOdgFXTezl6mMt8a39,audio_features,spotify:track:0Pq0mOdgFXTezl6mMt8a39,0.262
44,0.8150000000000001,https://api.spotify.com/v1/audio-analysis/7GXOrNqnHdJasc81GlKH2D,Ahmad Jamal Trio,0.535,380933,0.20500000000000002,7GXOrNqnHdJasc81GlKH2D,0,0.503,1,0.121,-17.222,1,The Awakening,41,0.0359,81.814,4,https://api.spotify.com/v1/tracks/7GXOrNqnHdJasc81GlKH2D,audio_features,spotify:track:7GXOrNqnHdJasc81GlKH2D,0.122
45,0.429,https://api.spotify.com/v1/audio-analysis/7tgMwYcqWpfZXKIyFcu62O,Thelonious Monk,0.521,581138,0.403,7tgMwYcqWpfZXKIyFcu62O,0,8.820000000000002e-05,1,0.634,-13.919,1,Bye-Ya,51,0.0417,98.008,4,https://api.spotify.com/v1/tracks/7tgMwYcqWpfZXKIyFcu62O,audio_features,spotify:track:7tgMwYcqWpfZXKIyFcu62O,0.626
46,0.876,https://api.spotify.com/v1/audio-analysis/72PqmnVj86bfTnkFiQ9Mx9,Esbjörn Svensson Trio,0.517,267173,0.0917,72PqmnVj86bfTnkFiQ9Mx9,0,0.629,0,0.108,-18.395,1,Where We Used To Live,58,0.033600000000000005,95.068,4,https://api.spotify.com/v1/tracks/72PqmnVj86bfTnkFiQ9Mx9,audio_features,spotify:track:72PqmnVj86bfTnkFiQ9Mx9,0.08360000000000001
47,0.673,https://api.spotify.com/v1/audio-analysis/0m8tSPLHhjhGToD6LW0RPp,Chick Corea,0.503,191933,0.34400000000000003,0m8tSPLHhjhGToD6LW0RPp,0,0.381,1,0.096,-19.024,1,Windows,46,0.0369,108.489,4,https://api.spotify.com/v1/tracks/0m8tSPLHhjhGToD6LW0RPp,audio_features,spotify:track:0m8tSPLHhjhGToD6LW0RPp,0.468
48,0.982,https://api.spotify.com/v1/audio-analysis/2n0nSu6H5KrAYRfI6iKtwT,Joe Henderson,0.28600000000000003,332133,0.0553,2n0nSu6H5KrAYRfI6iKtwT,0,0.592,5,0.0989,-20.216,0,Lazy Afternoon,42,0.034,52.789,4,https://api.spotify.com/v1/tracks/2n0nSu6H5KrAYRfI6iKtwT,audio_features,spotify:track:2n0nSu6H5KrAYRfI6iKtwT,0.182
49,0.8180000000000001,https://api.spotify.com/v1/audio-analysis/0Dt1B5dNfajRczQKZA87aL,Keith Jarrett,0.373,435267,0.302,0Dt1B5dNfajRczQKZA87aL,0,0.835,1,0.171,-20.358,0,So Tender,54,0.0376,86.925,4,https://api.spotify.com/v1/tracks/0Dt1B5dNfajRczQKZA87aL,audio_features,spotify:track:0Dt1B5dNfajRczQKZA87aL,0.35000000000000003
50,0.734,https://api.spotify.com/v1/audio-analysis/0q4SJUYOp0Er9fvREdDyDv,Sun Ra,0.501,305439,0.303,0q4SJUYOp0Er9fvREdDyDv,0,0.00012299999999999998,9,0.139,-10.722,0,Enlightenment,50,0.0367,130.031,4,https://api.spotify.com/v1/tracks/0q4SJUYOp0Er9fvREdDyDv,audio_features,spotify:track:0q4SJUYOp0Er9fvREdDyDv,0.537
51,0.00719,https://api.spotify.com/v1/audio-analysis/2BgunkkepMPFpArQj1Dx5s,Rodney Atkins,0.5640000000000001,160991,0.904,2BgunkkepMPFpArQj1Dx5s,0,0.0,7,0.528,-3.808,1,Caught Up In The Country,72,0.0582,124.102,4,https://api.spotify.com/v1/tracks/2BgunkkepMPFpArQj1Dx5s,audio_features,spotify:track:2BgunkkepMPFpArQj1Dx5s,0.637
52,0.0016600000000000002,https://api.spotify.com/v1/audio-analysis/08wJ1B9yu9sPeoRa5fbpr3,Brothers Osborne,0.735,216800,0.8310000000000001,08wJ1B9yu9sPeoRa5fbpr3,0,0.217,9,0.291,-5.898,1,It Ain't My Fault,63,0.0332,123.017,4,https://api.spotify.com/v1/tracks/08wJ1B9yu9sPeoRa5fbpr3,audio_features,spotify:track:08wJ1B9yu9sPeoRa5fbpr3,0.756
53,0.378,https://api.spotify.com/v1/audio-analysis/6leiB1fEsTnVCuPiielde5,Tim McGraw,0.507,183733,0.85,6leiB1fEsTnVCuPiielde5,0,0.0,5,0.0567,-5.679,1,Something Like That,54,0.0472,171.8,4,https://api.spotify.com/v1/tracks/6leiB1fEsTnVCuPiielde5,audio_features,spotify:track:6leiB1fEsTnVCuPiielde5,0.847
54,0.013000000000000001,https://api.spotify.com/v1/audio-analysis/1mMLMZYXkMueg65jRRWG1l,Luke Combs,0.551,240760,0.801,1mMLMZYXkMueg65jRRWG1l,0,6.03e-06,6,0.265,-5.069,1,When It Rains It Pours,75,0.0303,128.027,4,https://api.spotify.com/v1/tracks/1mMLMZYXkMueg65jRRWG1l,audio_features,spotify:track:1mMLMZYXkMueg65jRRWG1l,0.625
55,0.0889,https://api.spotify.com/v1/audio-analysis/1vD4DN56ued7pQklJBDesw,Toby Keith,0.518,165693,0.906,1vD4DN56ued7pQklJBDesw,0,0.0,9,0.309,-2.8449999999999998,1,American Ride,55,0.057300000000000004,174.099,4,https://api.spotify.com/v1/tracks/1vD4DN56ued7pQklJBDesw,audio_features,spotify:track:1vD4DN56ued7pQklJBDesw,0.751
56,0.061700000000000005,https://api.spotify.com/v1/audio-analysis/0w3Q14i073jLoew1hgJkwD,Jon Pardi,0.594,205200,0.8240000000000001,0w3Q14i073jLoew1hgJkwD,0,0.0,9,0.08610000000000001,-4.252,1,Heartache On The Dance Floor,71,0.0458,116.005,4,https://api.spotify.com/v1/tracks/0w3Q14i073jLoew1hgJkwD,audio_features,spotify:track:0w3Q14i073jLoew1hgJkwD,0.671
57,0.0848,https://api.spotify.com/v1/audio-analysis/4P92FrvmYQSAfOpp4cpFEi,Florida Georgia Line,0.375,185200,0.889,4P92FrvmYQSAfOpp4cpFEi,0,0.0,3,0.136,-3.7039999999999997,1,Simple,41,0.09910000000000001,199.669,4,https://api.spotify.com/v1/tracks/4P92FrvmYQSAfOpp4cpFEi,audio_features,spotify:track:4P92FrvmYQSAfOpp4cpFEi,0.881
58,0.0325,https://api.spotify.com/v1/audio-analysis/3M31S6f0z8S3nkFh3eS06W,Jerrod Niemann,0.639,224813,0.846,3M31S6f0z8S3nkFh3eS06W,0,0.0,9,0.116,-6.184,0,Drink to That All Night,62,0.0439,115.965,4,https://api.spotify.com/v1/tracks/3M31S6f0z8S3nkFh3eS06W,audio_features,spotify:track:3M31S6f0z8S3nkFh3eS06W,0.47500000000000003
59,0.00525,https://api.spotify.com/v1/audio-analysis/4Ng7hGdPwpINleVecBWiOO,Dierks Bentley,0.557,201120,0.8250000000000001,4Ng7hGdPwpINleVecBWiOO,0,0.0016400000000000002,6,0.177,-4.657,1,Free And Easy (Down The Road I Go),52,0.028300000000000002,120.015,4,https://api.spotify.com/v1/tracks/4Ng7hGdPwpINleVecBWiOO,audio_features,spotify:track:4Ng7hGdPwpINleVecBWiOO,0.841
60,0.049600000000000005,https://api.spotify.com/v1/audio-analysis/45vYrwyBrzq8y2RdEsgjgK,Blake Shelton,0.603,224027,0.9440000000000001,45vYrwyBrzq8y2RdEsgjgK,0,7.230000000000001e-05,7,0.152,-4.157,1,Hillbilly Bone (feat. Trace Adkins),40,0.048100000000000004,144.026,4,https://api.spotify.com/v1/tracks/45vYrwyBrzq8y2RdEsgjgK,audio_features,spotify:track:45vYrwyBrzq8y2RdEsgjgK,0.911
61,0.275,https://api.spotify.com/v1/audio-analysis/7G6l2FtQyRhQgYgut2I6i8,Toby Keith,0.679,227840,0.842,7G6l2FtQyRhQgYgut2I6i8,0,0.0,5,0.135,-4.364,1,As Good As I Once Was,62,0.0376,119.013,4,https://api.spotify.com/v1/tracks/7G6l2FtQyRhQgYgut2I6i8,audio_features,spotify:track:7G6l2FtQyRhQgYgut2I6i8,0.72
62,0.116,https://api.spotify.com/v1/audio-analysis/7f08qp3HROTkfrtNpiYGGo,Jon Pardi,0.685,201893,0.783,7f08qp3HROTkfrtNpiYGGo,0,0.0,11,0.194,-4.152,1,Dirt On My Boots,68,0.027600000000000003,90.008,4,https://api.spotify.com/v1/tracks/7f08qp3HROTkfrtNpiYGGo,audio_features,spotify:track:7f08qp3HROTkfrtNpiYGGo,0.525
63,0.015300000000000001,https://api.spotify.com/v1/audio-analysis/6xHI9KjUjYT0FPtGO8Mxa1,Luke Combs,0.464,222533,0.8130000000000001,6xHI9KjUjYT0FPtGO8Mxa1,0,0.0,10,0.254,-6.185,1,Hurricane,75,0.041600000000000005,75.975,4,https://api.spotify.com/v1/tracks/6xHI9KjUjYT0FPtGO8Mxa1,audio_features,spotify:track:6xHI9KjUjYT0FPtGO8Mxa1,0.516
